Block,BlockGroup,Tract
60750129021006.00,60750129021,6075012902
60750129022000.00,60750129022,6075012902
60750129022001.00,60750129022,6075012902
60750129022002.00,60750129022,6075012902
60750129022003.00,60750129022,6075012902
60750129022004.00,60750129022,6075012902
60750129022005.00,60750129022,6075012902
60750129022006.00,60750129022,6075012902
60750129023000.00,60750129023,6075012902
60750129023001.00,60750129023,6075012902
60750129023002.00,60750129023,6075012902
60750129023003.00,60750129023,6075012902
60750129023004.00,60750129023,6075012902
60750129023005.00,60750129023,6075012902
60750129023006.00,60750129023,6075012902
60750129023007.00,60750129023,6075012902
60750129023008.00,60750129023,6075012902
60750129023009.00,60750129023,6075012902
60750129023010.00,60750129023,6075012902
60750129023011.00,60750129023,6075012902
60750129023012.00,60750129023,6075012902
60750129023013.00,60750129023,6075012902
60750129023014.00,60750129023,6075012902
60750130001000.00,60750130001,6075013000
60750130001001.00,60750130001,6075013000
60750130001002.00,60750130001,6075013000
60750130001003.00,60750130001,6075013000
60750130001004.00,60750130001,6075013000
60750130001005.00,60750130001,6075013000
60750130002000.00,60750130002,6075013000
60750130002001.00,60750130002,6075013000
60750130002002.00,60750130002,6075013000
60750130002003.00,60750130002,6075013000
60750130002004.00,60750130002,6075013000
60750130002005.00,60750130002,6075013000
60750130003000.00,60750130003,6075013000
60750130003001.00,60750130003,6075013000
60750130003002.00,60750130003,6075013000
60750130003003.00,60750130003,6075013000
60750130003004.00,60750130003,6075013000
